ProlificID,Age,Gender.1.Male,HouseholdIncome,Education,PoliticalOrientation,COVID19Consumption,AnxietyOwnHealth,AnxietyLovedOnes,AnxietyLockdown,AnxietyIncome,AnxietyExercise,AnxietySupplies,AnxietySocializing,Anxiety_factor_noSTAI,Anxiety_factor_STAI,STAI_Score,STAI_scaled,Dependents,HealthCareInsuranceSatisfaction,Ethnicity
996,32,2,5,3,2,3,59,78,46,69,71,58,87,66.85714286,61.27777778,33.33333333,22.22222222,1,3,5
997,26,2,3,2,1,4,64,94,77,68,96,78,95,81.71428571,83.30555556,76.66666667,94.44444445,2,3,5
998,33,2,8,4,1,5,63,92,61,62,36,69,73,65.14285714,62.55555556,46.66666667,44.44444445,1,2,5
999,52,2,8,3,2,4,11,85,40,60,0,24,0,31.42857143,27.5,20,0,1,4,5
1000,38,1,4,1,2,5,32,100,0,100,0,55,37,46.28571429,49.52777778,63.33333333,72.22222222,1,1,5
1001,47,2,6,4,1,5,51,79,79,100,78,15,51,64.71428571,63.56944444,53.33333333,55.55555555,1,1,5
1002,65,1,6,4,2,5,74,99,75,31,78,36,78,67.28571429,63.73611111,43.33333333,38.88888888,2,4,5
1003,42,2,5,1,2,5,90,100,89,100,51,75,21,75.14285714,72.69444444,53.33333333,55.55555555,1,3,5
1004,25,1,8,2,2,5,100,100,37,100,35,79,100,78.71428571,76.51388889,56.66666667,61.11111112,2,3,5
1005,51,1,6,4,1,4,60,86,43,65,0,21,0,39.28571429,39.23611111,43.33333333,38.88888888,2,2,5
1006,22,1,7,2,1,4,0,37,50,0,0,28,0,16.42857143,16.45833333,30,16.66666667,2,1,5
1007,42,1,8,4,1,5,92,80,89,100,59,67,66,79,72.59722222,36.66666667,27.77777778,2,3,5
1008,23,2,8,3,2,4,22,22,68,70,98,36,95,58.71428571,57.625,50,50,2,3,5
1009,48,2,4,4,1,4,25,59,23,55,5,16,15,28.28571429,28.22222222,36.66666667,27.77777778,2,1,5
1010,32,1,7,4,1,4,59,65,56,66,53,56,56,58.71428571,56.93055556,46.66666667,44.44444445,2,3,5
1011,31,2,8,3,1,5,59,58,60,88,49,73,28,59.28571429,56.04166667,40,33.33333333,2,2,5
1012,25,2,7,3,1,5,74,87,76,100,57,71,55,74.28571429,73.33333333,60,66.66666667,2,2,5
1013,48,1,8,2,1,5,32,58,44,85,0,63,17,42.71428571,39.45833333,30,16.66666667,1,3,5
1014,28,1,3,3,1,4,70,71,57,96,29,74,58,65,65.90277778,63.33333333,72.22222222,2,2,5
1015,24,1,5,3,1,5,72,98,74,100,68,72,35,74.14285714,69.04166667,40,33.33333333,2,4,5
1016,45,1,8,3,2,3,78,75,100,100,100,14,69,76.57142857,75.33333333,60,66.66666667,2,3,5
1017,50,2,4,2,2,4,30,60,33,1,70,5,7,29.42857143,27.83333333,30,16.66666667,2,4,5
1018,22,2,1,1,1,5,18,61,61,100,37,39,100,59.42857143,62.41666667,70,83.33333333,2,1,5
1019,24,2,2,1,1,5,61,59,55,0,58,0,65,42.57142857,49.75,80,100,2,1,5
1020,19,1,4,1,2,5,65,73,31,31,16,63,25,43.42857143,41.47222222,36.66666667,27.77777778,2,3,5
1021,35,1,8,4,1,5,65,80,80,100,56,65,73,74.14285714,69.73611111,43.33333333,38.88888888,1,3,5
1022,33,2,6,4,1,6,59,100,27,72,25,75,70,61.14285714,60.44444444,53.33333333,55.55555555,2,3,5
1023,31,1,7,3,1,5,34,62,46,82,71,56,82,61.85714286,56.90277778,33.33333333,22.22222222,2,3,5
1024,30,1,8,3,1,5,64,85,9,63,0,5,5,33,30.95833333,30,16.66666667,2,3,5
1025,63,1,6,4,1,3,56,57,31,52,57,75,37,52.14285714,47.01388889,26.66666667,11.11111112,1,2,5
1026,29,1,5,3,1,5,57,83,27,22,52,51,63,50.71428571,49.23611111,43.33333333,38.88888888,2,3,5
1027,34,2,4,3,1,3,41,100,28,96,0,66,39,52.85714286,55.27777778,63.33333333,72.22222222,2,2,5
1028,31,2,2,1,2,4,65,53,95,62,44,75,33,61,61.70833333,60,66.66666667,2,1,5
1029,59,2,4,3,1,5,15,15,8,86,8,41,30,29,28.84722222,36.66666667,27.77777778,2,3,5
1030,27,1,7,1,1,5,92,100,100,100,17,74,90,81.85714286,82.04166667,70,83.33333333,2,1,5
1031,27,1,8,3,2,4,78,91,76,75,100,78,85,83.28571429,77.04166667,40,33.33333333,2,3,5
1032,35,1,6,4,2,5,40,53,100,61,34,68,73,61.28571429,58.48611111,43.33333333,38.88888888,2,1,5
1033,60,2,7,1,2,5,10,50,23,88,8,30,3,30.28571429,29.27777778,33.33333333,22.22222222,1,3,5
1034,25,1,8,3,2,4,31,68,65,17,74,30,75,51.42857143,48.47222222,36.66666667,27.77777778,2,4,5
1035,24,1,7,3,1,4,70,71,72,69,100,100,76,79.71428571,76.69444444,53.33333333,55.55555555,2,2,5
1036,20,1,8,1,2,5,78,90,22,69,57,24,54,56.28571429,54.11111111,43.33333333,38.88888888,2,3,5
1037,22,1,7,1,1,5,62,68,68,70,27,74,24,56.14285714,57.45833333,60,66.66666667,2,3,5
1038,21,2,7,1,1,3,61,84,98,77,29,90,100,77,73.625,50,50,2,2,5
1039,38,2,5,3,1,5,63,95,76,100,16,64,81,70.71428571,68.81944444,53.33333333,55.55555555,2,3,5
1040,24,2,2,3,1,3,65,59,87,100,15,88,9,60.42857143,57.04166667,40,33.33333333,2,3,5
1041,59,1,2,1,1,5,77,63,93,84,35,4,0,50.85714286,52.83333333,60,66.66666667,2,3,5
1042,37,1,6,2,2,6,0,0,100,100,100,100,0,57.14285714,59.72222222,66.66666667,77.77777778,1,3,5
1043,41,1,7,3,1,5,58,69,17,100,0,35,0,39.85714286,41.125,50,50,1,4,5
1044,34,2,2,1,1,4,59,68,69,74,59,60,100,69.85714286,68.76388889,56.66666667,61.11111112,2,3,5
1045,55,2,4,3,1,4,63,77,71,80,33,65,92,68.71428571,67.76388889,56.66666667,61.11111112,1,3,5
1046,26,1,2,1,1,5,38,74,35,81,24,71,21,49.14285714,52.02777778,63.33333333,72.22222222,2,2,5
1047,52,1,4,4,1,2,3,7,4,4,0,4,4,3.714285714,3.25,20,0,2,4,5
1048,25,2,3,1,1,5,27,91,82,100,0,64,0,52,54.52777778,63.33333333,72.22222222,2,3,5
1049,23,1,5,3,2,4,38,35,43,56,25,25,10,33.14285714,30.38888889,26.66666667,11.11111112,2,4,5
1050,31,1,6,3,1,5,63,78,27,25,9,15,70,41,40.04166667,40,33.33333333,2,4,5
1051,31,1,7,3,1,4,63,65,82,74,67,86,32,67,66.95833333,60,66.66666667,1,3,5
1052,64,2,3,3,1,4,74,100,73,100,8,100,80,76.42857143,78.68055556,76.66666667,94.44444445,2,4,5
1053,26,1,8,1,2,4,6,63,64,62,4,59,4,37.42857143,43.16666667,70,83.33333333,2,2,5
1054,31,2,3,4,2,6,65,65,66,100,75,81,78,75.71428571,75.27777778,63.33333333,72.22222222,2,3,5
1055,18,2,1,1,2,5,56,97,65,84,8,73,62,63.57142857,61.18055556,46.66666667,44.44444445,2,4,5
1056,62,2,1,1,2,4,70,72,71,97,19,51,42,60.28571429,56.22222222,36.66666667,27.77777778,2,3,5
1057,24,1,7,1,1,4,40,85,76,100,53,62,62,68.28571429,63.91666667,40,33.33333333,2,2,5
1058,47,2,7,3,1,5,58,100,29,75,0,100,52,59.14285714,62.16666667,70,83.33333333,2,4,5
1059,30,2,4,3,1,5,100,100,58,100,62,61,16,71,72.54166667,70,83.33333333,2,3,5
1060,56,1,8,3,1,5,29,64,37,65,36,45,66,48.85714286,46.91666667,40,33.33333333,2,4,5
1061,24,1,8,3,1,5,28,100,100,100,27,0,100,65,65.90277778,63.33333333,72.22222222,2,3,5
1062,74,1,4,3,2,4,70,73,27,68,62,86,66,64.57142857,61.36111111,43.33333333,38.88888888,1,4,5
1063,63,2,1,1,1,4,66,90,12,51,51,84,74,61.14285714,54.88888889,26.66666667,11.11111112,2,3,5
1064,58,2,2,1,1,5,100,100,100,100,18,87,89,84.85714286,81.19444444,53.33333333,55.55555555,2,4,5
1065,59,2,8,2,2,4,67,100,69,100,0,85,23,63.42857143,61.05555556,46.66666667,44.44444445,1,3,5
